0.02.676.071 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.682.636 W srv  llama_server: -----------------
0.02.682.640 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.02.682.643 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.02.682.643 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.02.682.643 W srv  llama_server: -----------------
0.02.697.931 I srv    load_model: loading model 'D:\models\gguf\Qwen3.5-9B-Q4_K_M.gguf'
0.17.062.108 I cmn          init: llama threadpool init, n_threads = 10
0.17.287.889 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.17.341.123 I srv  llama_server: model loaded
0.17.341.187 I srv  llama_server: listening on http://127.0.0.1:8080
0.17.341.189 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.17.341.191 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
4.09.097.705 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
8.37.683.622 I slot      release: id  2 | task 8719 | stop processing: n_tokens = 4670, truncated = 0
8.37.731.677 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
8.37.732.048 I slot launch_slot_: id  2 | task 8760 | processing task, is_child = 0
8.38.224.054 I slot print_timing: id  2 | task 8760 | prompt eval time =     103.22 ms /    34 tokens (    3.04 ms per token,   329.38 tokens per second)
8.38.224.064 I slot print_timing: id  2 | task 8760 |        eval time =     388.65 ms /    15 tokens (   27.76 ms per token,    36.02 tokens per second)
8.38.224.066 I slot print_timing: id  2 | task 8760 |       total time =     491.88 ms /    49 tokens
8.38.224.067 I slot print_timing: id  2 | task 8760 |    graphs reused =       8199
8.38.224.249 I slot      release: id  2 | task 8760 | stop processing: n_tokens = 4718, truncated = 0
8.38.271.599 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
8.38.292.943 I slot launch_slot_: id  1 | task 8777 | processing task, is_child = 0
8.40.254.082 I slot print_timing: id  1 | task 8777 | prompt eval time =     126.27 ms /    37 tokens (    3.41 ms per token,   293.03 tokens per second)
8.40.254.093 I slot print_timing: id  1 | task 8777 |        eval time =    1709.62 ms /    62 tokens (   28.03 ms per token,    35.68 tokens per second)
8.40.254.094 I slot print_timing: id  1 | task 8777 |       total time =    1835.89 ms /    99 tokens
8.40.254.095 I slot print_timing: id  1 | task 8777 |    graphs reused =       8259
8.40.254.177 I slot      release: id  1 | task 8777 | stop processing: n_tokens = 1695, truncated = 0
8.40.301.980 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.979 (> 0.100 thold), f_keep = 0.946
8.40.302.304 I slot launch_slot_: id  1 | task 8841 | processing task, is_child = 0
8.41.791.525 I slot print_timing: id  1 | task 8841 | prompt eval time =     122.86 ms /    40 tokens (    3.07 ms per token,   325.57 tokens per second)
8.41.791.537 I slot print_timing: id  1 | task 8841 |        eval time =    1366.21 ms /    51 tokens (   27.32 ms per token,    36.60 tokens per second)
8.41.791.539 I slot print_timing: id  1 | task 8841 |       total time =    1489.07 ms /    91 tokens
8.41.791.540 I slot print_timing: id  1 | task 8841 |    graphs reused =       8308
8.41.791.626 I slot      release: id  1 | task 8841 | stop processing: n_tokens = 1687, truncated = 0
8.41.825.654 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.979 (> 0.100 thold), f_keep = 0.948
8.41.825.874 I slot launch_slot_: id  1 | task 8894 | processing task, is_child = 0
8.42.814.994 I slot print_timing: id  1 | task 8894 | prompt eval time =     131.26 ms /    37 tokens (    3.55 ms per token,   281.88 tokens per second)
8.42.815.007 I slot print_timing: id  1 | task 8894 |        eval time =     857.75 ms /    32 tokens (   27.67 ms per token,    36.14 tokens per second)
8.42.815.009 I slot print_timing: id  1 | task 8894 |       total time =     989.01 ms /    69 tokens
8.42.815.010 I slot print_timing: id  1 | task 8894 |    graphs reused =       8338
8.42.815.109 I slot      release: id  1 | task 8894 | stop processing: n_tokens = 1665, truncated = 0
8.42.841.596 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.981 (> 0.100 thold), f_keep = 0.961
8.42.841.816 I slot launch_slot_: id  1 | task 8928 | processing task, is_child = 0
8.43.818.917 I slot print_timing: id  1 | task 8928 | prompt eval time =     115.11 ms /    34 tokens (    3.39 ms per token,   295.37 tokens per second)
8.43.818.927 I slot print_timing: id  1 | task 8928 |        eval time =     861.80 ms /    32 tokens (   27.80 ms per token,    35.97 tokens per second)
8.43.818.929 I slot print_timing: id  1 | task 8928 |       total time =     976.92 ms /    66 tokens
8.43.818.930 I slot print_timing: id  1 | task 8928 |    graphs reused =       8368
8.43.819.011 I slot      release: id  1 | task 8928 | stop processing: n_tokens = 1662, truncated = 0
8.43.849.308 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.983 (> 0.100 thold), f_keep = 0.965
8.43.849.908 I slot launch_slot_: id  1 | task 8962 | processing task, is_child = 0
8.45.431.241 I slot print_timing: id  1 | task 8962 | prompt eval time =     144.39 ms /    34 tokens (    4.25 ms per token,   235.47 tokens per second)
8.45.431.276 I slot print_timing: id  1 | task 8962 |        eval time =    1436.63 ms /    51 tokens (   28.73 ms per token,    34.80 tokens per second)
8.45.431.280 I slot print_timing: id  1 | task 8962 |       total time =    1581.03 ms /    85 tokens
8.45.431.282 I slot print_timing: id  1 | task 8962 |    graphs reused =       8417
8.45.431.537 I slot      release: id  1 | task 8962 | stop processing: n_tokens = 1681, truncated = 0
8.45.507.204 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.979 (> 0.100 thold), f_keep = 0.952
8.45.507.428 I slot launch_slot_: id  1 | task 9015 | processing task, is_child = 0
8.47.460.520 I slot print_timing: id  1 | task 9015 | prompt eval time =     131.89 ms /    38 tokens (    3.47 ms per token,   288.13 tokens per second)
8.47.460.557 I slot print_timing: id  1 | task 9015 |        eval time =    1821.06 ms /    65 tokens (   28.45 ms per token,    35.14 tokens per second)
8.47.460.561 I slot print_timing: id  1 | task 9015 |       total time =    1952.95 ms /   103 tokens
8.47.460.564 I slot print_timing: id  1 | task 9015 |    graphs reused =       8480
8.47.460.775 I slot      release: id  1 | task 9015 | stop processing: n_tokens = 1699, truncated = 0
8.47.522.565 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 0.943
8.47.523.060 I slot launch_slot_: id  1 | task 9082 | processing task, is_child = 0
8.48.160.095 I slot print_timing: id  1 | task 9082 | prompt eval time =     125.26 ms /    26 tokens (    4.82 ms per token,   207.56 tokens per second)
8.48.160.106 I slot print_timing: id  1 | task 9082 |        eval time =     511.54 ms /    19 tokens (   28.42 ms per token,    35.19 tokens per second)
8.48.160.108 I slot print_timing: id  1 | task 9082 |       total time =     636.80 ms /    45 tokens
8.48.160.109 I slot print_timing: id  1 | task 9082 |    graphs reused =       8497
8.48.160.188 I slot      release: id  1 | task 9082 | stop processing: n_tokens = 1641, truncated = 0
8.48.178.664 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.976
8.48.178.876 I slot launch_slot_: id  1 | task 9103 | processing task, is_child = 0
8.48.872.296 I slot print_timing: id  1 | task 9103 | prompt eval time =     122.53 ms /    27 tokens (    4.54 ms per token,   220.36 tokens per second)
8.48.872.324 I slot print_timing: id  1 | task 9103 |        eval time =     570.77 ms /    21 tokens (   28.54 ms per token,    35.04 tokens per second)
8.48.872.327 I slot print_timing: id  1 | task 9103 |       total time =     693.30 ms /    48 tokens
8.48.872.329 I slot print_timing: id  1 | task 9103 |    graphs reused =       8516
8.48.872.473 I slot      release: id  1 | task 9103 | stop processing: n_tokens = 1644, truncated = 0
8.49.649.026 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
8.49.673.627 I slot launch_slot_: id  0 | task 9126 | processing task, is_child = 0
8.50.830.278 I slot print_timing: id  0 | task 9126 | prompt eval time =     150.91 ms /    72 tokens (    2.10 ms per token,   477.09 tokens per second)
8.50.830.290 I slot print_timing: id  0 | task 9126 |        eval time =     935.36 ms /    34 tokens (   28.34 ms per token,    35.28 tokens per second)
8.50.830.291 I slot print_timing: id  0 | task 9126 |       total time =    1086.27 ms /   106 tokens
8.50.830.292 I slot print_timing: id  0 | task 9126 |    graphs reused =       8548
8.50.830.449 I slot      release: id  0 | task 9126 | stop processing: n_tokens = 4680, truncated = 0
8.50.847.581 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.903 (> 0.100 thold), f_keep = 1.000
8.50.848.009 I slot launch_slot_: id  0 | task 9162 | processing task, is_child = 0
8.52.317.054 I slot print_timing: id  0 | task 9162 | prompt eval time =     372.04 ms /   501 tokens (    0.74 ms per token,  1346.64 tokens per second)
8.52.317.066 I slot print_timing: id  0 | task 9162 |        eval time =    1096.84 ms /    41 tokens (   27.42 ms per token,    36.47 tokens per second)
8.52.317.067 I slot print_timing: id  0 | task 9162 |       total time =    1468.88 ms /   542 tokens
8.52.317.068 I slot print_timing: id  0 | task 9162 |    graphs reused =       8587
8.52.317.267 I slot      release: id  0 | task 9162 | stop processing: n_tokens = 5221, truncated = 0
8.52.396.487 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.941 (> 0.100 thold), f_keep = 1.000
8.52.396.804 I slot launch_slot_: id  0 | task 9205 | processing task, is_child = 0
8.55.683.496 I slot print_timing: id  0 | task 9205 | n_gen =    111, tg =  36.31 t/s, tg_3s =  36.64 t/s
8.57.841.853 I slot print_timing: id  0 | task 9205 | prompt eval time =     257.12 ms /   325 tokens (    0.79 ms per token,  1264.02 tokens per second)
8.57.841.882 I slot print_timing: id  0 | task 9205 |        eval time =    5187.79 ms /   189 tokens (   27.59 ms per token,    36.24 tokens per second)
8.57.841.885 I slot print_timing: id  0 | task 9205 |       total time =    5444.91 ms /   514 tokens
8.57.841.887 I slot print_timing: id  0 | task 9205 |    graphs reused =       8773
8.57.842.367 I slot      release: id  0 | task 9205 | stop processing: n_tokens = 5734, truncated = 0
8.57.914.165 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
8.57.914.494 I slot launch_slot_: id  0 | task 9396 | processing task, is_child = 0
8.58.963.212 I slot print_timing: id  0 | task 9396 | prompt eval time =     121.83 ms /    77 tokens (    1.58 ms per token,   632.02 tokens per second)
8.58.963.219 I slot print_timing: id  0 | task 9396 |        eval time =     926.77 ms /    34 tokens (   28.08 ms per token,    35.61 tokens per second)
8.58.963.221 I slot print_timing: id  0 | task 9396 |       total time =    1048.60 ms /   111 tokens
8.58.963.222 I slot print_timing: id  0 | task 9396 |    graphs reused =       8805
8.58.963.420 I slot      release: id  0 | task 9396 | stop processing: n_tokens = 5844, truncated = 0
8.59.010.026 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.784
8.59.010.522 I slot launch_slot_: id  0 | task 9432 | processing task, is_child = 0
9.00.011.535 I slot print_timing: id  0 | task 9432 | prompt eval time =     169.79 ms /    75 tokens (    2.26 ms per token,   441.72 tokens per second)
9.00.011.565 I slot print_timing: id  0 | task 9432 |        eval time =     831.01 ms /    30 tokens (   28.66 ms per token,    34.90 tokens per second)
9.00.011.568 I slot print_timing: id  0 | task 9432 |       total time =    1000.80 ms /   105 tokens
9.00.011.570 I slot print_timing: id  0 | task 9432 |    graphs reused =       8833
9.00.011.927 I slot      release: id  0 | task 9432 | stop processing: n_tokens = 4679, truncated = 0
9.00.035.721 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.911 (> 0.100 thold), f_keep = 1.000
9.00.036.046 I slot launch_slot_: id  0 | task 9464 | processing task, is_child = 0
9.01.472.192 I slot print_timing: id  0 | task 9464 | prompt eval time =     363.36 ms /   455 tokens (    0.80 ms per token,  1252.21 tokens per second)
9.01.472.203 I slot print_timing: id  0 | task 9464 |        eval time =    1072.67 ms /    40 tokens (   27.50 ms per token,    36.36 tokens per second)
9.01.472.205 I slot print_timing: id  0 | task 9464 |       total time =    1436.03 ms /   495 tokens
9.01.472.206 I slot print_timing: id  0 | task 9464 |    graphs reused =       8871
9.01.472.409 I slot      release: id  0 | task 9464 | stop processing: n_tokens = 5173, truncated = 0
9.01.505.014 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.965 (> 0.100 thold), f_keep = 1.000
9.01.505.365 I slot launch_slot_: id  0 | task 9506 | processing task, is_child = 0
9.04.004.699 I slot print_timing: id  0 | task 9506 | prompt eval time =     188.66 ms /   187 tokens (    1.01 ms per token,   991.21 tokens per second)
9.04.004.721 I slot print_timing: id  0 | task 9506 |        eval time =    2310.54 ms /    83 tokens (   28.18 ms per token,    35.49 tokens per second)
9.04.004.724 I slot print_timing: id  0 | task 9506 |       total time =    2499.20 ms /   270 tokens
9.04.004.726 I slot print_timing: id  0 | task 9506 |    graphs reused =       8951
9.04.005.150 I slot      release: id  0 | task 9506 | stop processing: n_tokens = 5442, truncated = 0
9.04.054.609 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
9.04.054.932 I slot launch_slot_: id  0 | task 9591 | processing task, is_child = 0
9.05.476.008 I slot print_timing: id  0 | task 9591 | prompt eval time =     141.97 ms /    72 tokens (    1.97 ms per token,   507.16 tokens per second)
9.05.476.029 I slot print_timing: id  0 | task 9591 |        eval time =    1278.98 ms /    48 tokens (   27.21 ms per token,    36.75 tokens per second)
9.05.476.031 I slot print_timing: id  0 | task 9591 |       total time =    1420.95 ms /   120 tokens
9.05.476.033 I slot print_timing: id  0 | task 9591 |    graphs reused =       8997
9.05.476.350 I slot      release: id  0 | task 9591 | stop processing: n_tokens = 5561, truncated = 0
9.05.508.457 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.823
9.05.508.773 I slot launch_slot_: id  0 | task 9641 | processing task, is_child = 0
9.06.499.194 I slot print_timing: id  0 | task 9641 | prompt eval time =     149.30 ms /    72 tokens (    2.07 ms per token,   482.26 tokens per second)
9.06.499.205 I slot print_timing: id  0 | task 9641 |        eval time =     841.00 ms /    31 tokens (   28.03 ms per token,    35.67 tokens per second)
9.06.499.207 I slot print_timing: id  0 | task 9641 |       total time =     990.30 ms /   103 tokens
9.06.499.208 I slot print_timing: id  0 | task 9641 |    graphs reused =       9026
9.06.499.395 I slot      release: id  0 | task 9641 | stop processing: n_tokens = 4677, truncated = 0
9.06.525.966 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.922 (> 0.100 thold), f_keep = 1.000
9.06.526.539 I slot launch_slot_: id  0 | task 9674 | processing task, is_child = 0
9.08.748.261 I slot print_timing: id  0 | task 9674 | prompt eval time =     332.95 ms /   397 tokens (    0.84 ms per token,  1192.36 tokens per second)
9.08.748.270 I slot print_timing: id  0 | task 9674 |        eval time =    1888.57 ms /    70 tokens (   27.37 ms per token,    36.54 tokens per second)
9.08.748.271 I slot print_timing: id  0 | task 9674 |       total time =    2221.52 ms /   467 tokens
9.08.748.272 I slot print_timing: id  0 | task 9674 |    graphs reused =       9093
9.08.748.445 I slot      release: id  0 | task 9674 | stop processing: n_tokens = 5143, truncated = 0
9.08.792.124 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
9.08.792.427 I slot launch_slot_: id  0 | task 9746 | processing task, is_child = 0
9.09.526.144 I slot print_timing: id  0 | task 9746 | prompt eval time =     111.94 ms /    59 tokens (    1.90 ms per token,   527.05 tokens per second)
9.09.526.161 I slot print_timing: id  0 | task 9746 |        eval time =     621.66 ms /    23 tokens (   28.26 ms per token,    35.39 tokens per second)
9.09.526.163 I slot print_timing: id  0 | task 9746 |       total time =     733.61 ms /    82 tokens
9.09.526.164 I slot print_timing: id  0 | task 9746 |    graphs reused =       9114
9.09.526.385 I slot      release: id  0 | task 9746 | stop processing: n_tokens = 5224, truncated = 0
9.09.551.511 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.876
9.09.552.026 I slot launch_slot_: id  0 | task 9771 | processing task, is_child = 0
9.10.560.869 I slot print_timing: id  0 | task 9771 | prompt eval time =     156.42 ms /    69 tokens (    2.27 ms per token,   441.11 tokens per second)
9.10.560.880 I slot print_timing: id  0 | task 9771 |        eval time =     852.25 ms /    31 tokens (   28.41 ms per token,    35.20 tokens per second)
9.10.560.882 I slot print_timing: id  0 | task 9771 |       total time =    1008.67 ms /   100 tokens
9.10.560.883 I slot print_timing: id  0 | task 9771 |    graphs reused =       9143
9.10.561.059 I slot      release: id  0 | task 9771 | stop processing: n_tokens = 4674, truncated = 0
9.10.576.929 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.973 (> 0.100 thold), f_keep = 1.000
9.10.577.284 I slot launch_slot_: id  0 | task 9804 | processing task, is_child = 0
9.12.068.503 I slot print_timing: id  0 | task 9804 | prompt eval time =     157.02 ms /   130 tokens (    1.21 ms per token,   827.90 tokens per second)
9.12.068.515 I slot print_timing: id  0 | task 9804 |        eval time =    1334.07 ms /    48 tokens (   28.38 ms per token,    35.23 tokens per second)
9.12.068.517 I slot print_timing: id  0 | task 9804 |       total time =    1491.09 ms /   178 tokens
9.12.068.518 I slot print_timing: id  0 | task 9804 |    graphs reused =       9189
9.12.068.721 I slot      release: id  0 | task 9804 | stop processing: n_tokens = 4851, truncated = 0
9.12.166.802 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
9.12.167.401 I slot launch_slot_: id  0 | task 9854 | processing task, is_child = 0
9.12.957.447 I slot print_timing: id  0 | task 9854 | prompt eval time =     113.54 ms /    40 tokens (    2.84 ms per token,   352.31 tokens per second)
9.12.957.484 I slot print_timing: id  0 | task 9854 |        eval time =     676.29 ms /    25 tokens (   28.18 ms per token,    35.49 tokens per second)
9.12.957.488 I slot print_timing: id  0 | task 9854 |       total time =     789.83 ms /    65 tokens
9.12.957.490 I slot print_timing: id  0 | task 9854 |    graphs reused =       9212
9.12.957.991 I slot      release: id  0 | task 9854 | stop processing: n_tokens = 4915, truncated = 0
9.13.010.939 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.932
9.13.011.370 I slot launch_slot_: id  0 | task 9881 | processing task, is_child = 0
9.14.052.729 I slot print_timing: id  0 | task 9881 | prompt eval time =     144.71 ms /    69 tokens (    2.10 ms per token,   476.83 tokens per second)
9.14.052.740 I slot print_timing: id  0 | task 9881 |        eval time =     896.51 ms /    32 tokens (   28.92 ms per token,    34.58 tokens per second)
9.14.052.741 I slot print_timing: id  0 | task 9881 |       total time =    1041.22 ms /   101 tokens
9.14.052.742 I slot print_timing: id  0 | task 9881 |    graphs reused =       9242
9.14.052.926 I slot      release: id  0 | task 9881 | stop processing: n_tokens = 4675, truncated = 0
9.14.066.485 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.932 (> 0.100 thold), f_keep = 1.000
9.14.067.916 I slot launch_slot_: id  0 | task 9915 | processing task, is_child = 0
9.17.364.664 I slot print_timing: id  0 | task 9915 | n_gen =    107, tg =  35.16 t/s, tg_3s =  35.49 t/s
9.18.434.253 I slot print_timing: id  0 | task 9915 | prompt eval time =     281.80 ms /   341 tokens (    0.83 ms per token,  1210.07 tokens per second)
9.18.434.263 I slot print_timing: id  0 | task 9915 |        eval time =    4084.41 ms /   145 tokens (   28.36 ms per token,    35.26 tokens per second)
9.18.434.264 I slot print_timing: id  0 | task 9915 |       total time =    4366.21 ms /   486 tokens
9.18.434.265 I slot print_timing: id  0 | task 9915 |    graphs reused =       9384
9.18.434.459 I slot      release: id  0 | task 9915 | stop processing: n_tokens = 5160, truncated = 0
9.18.496.357 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
9.18.496.741 I slot launch_slot_: id  0 | task 10062 | processing task, is_child = 0
9.21.260.331 I slot print_timing: id  0 | task 10062 | prompt eval time =     114.96 ms /    71 tokens (    1.62 ms per token,   617.60 tokens per second)
9.21.260.343 I slot print_timing: id  0 | task 10062 |        eval time =    2648.49 ms /    97 tokens (   27.59 ms per token,    36.25 tokens per second)
9.21.260.345 I slot print_timing: id  0 | task 10062 |       total time =    2763.45 ms /   168 tokens
9.21.260.346 I slot print_timing: id  0 | task 10062 |    graphs reused =       9479
9.21.260.548 I slot      release: id  0 | task 10062 | stop processing: n_tokens = 5327, truncated = 0
9.21.345.902 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.982 (> 0.100 thold), f_keep = 1.000
9.21.346.677 I slot launch_slot_: id  0 | task 10161 | processing task, is_child = 0
9.24.480.050 I slot print_timing: id  0 | task 10161 | n_gen =    108, tg =  35.66 t/s, tg_3s =  35.99 t/s
9.24.569.868 I slot print_timing: id  0 | task 10161 | prompt eval time =     132.20 ms /    95 tokens (    1.39 ms per token,   718.60 tokens per second)
9.24.569.896 I slot print_timing: id  0 | task 10161 |        eval time =    3090.61 ms /   111 tokens (   28.10 ms per token,    35.59 tokens per second)
9.24.569.898 I slot print_timing: id  0 | task 10161 |       total time =    3222.81 ms /   206 tokens
9.24.569.900 I slot print_timing: id  0 | task 10161 |    graphs reused =       9588
9.24.570.265 I slot      release: id  0 | task 10161 | stop processing: n_tokens = 5532, truncated = 0
9.24.617.700 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.828
9.24.618.873 I slot launch_slot_: id  0 | task 10274 | processing task, is_child = 0
9.26.944.291 I slot print_timing: id  0 | task 10274 | prompt eval time =     195.24 ms /    73 tokens (    2.67 ms per token,   373.91 tokens per second)
9.26.944.301 I slot print_timing: id  0 | task 10274 |        eval time =    2129.91 ms /    81 tokens (   26.62 ms per token,    37.56 tokens per second)
9.26.944.302 I slot print_timing: id  0 | task 10274 |       total time =    2325.14 ms /   154 tokens
9.26.944.303 I slot print_timing: id  0 | task 10274 |    graphs reused =       9667
9.26.944.489 I slot      release: id  0 | task 10274 | stop processing: n_tokens = 4728, truncated = 0
9.26.985.043 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.957 (> 0.100 thold), f_keep = 1.000
9.26.985.773 I slot launch_slot_: id  0 | task 10357 | processing task, is_child = 0
9.29.020.037 I slot print_timing: id  0 | task 10357 | prompt eval time =     187.15 ms /   213 tokens (    0.88 ms per token,  1138.11 tokens per second)
9.29.020.073 I slot print_timing: id  0 | task 10357 |        eval time =    1846.84 ms /    69 tokens (   27.16 ms per token,    36.82 tokens per second)
9.29.020.077 I slot print_timing: id  0 | task 10357 |       total time =    2034.00 ms /   282 tokens
9.29.020.079 I slot print_timing: id  0 | task 10357 |    graphs reused =       9734
9.29.020.541 I slot      release: id  0 | task 10357 | stop processing: n_tokens = 5009, truncated = 0
9.29.108.227 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
9.29.109.123 I slot launch_slot_: id  0 | task 10428 | processing task, is_child = 0
9.30.168.082 I slot print_timing: id  0 | task 10428 | prompt eval time =     114.15 ms /    56 tokens (    2.04 ms per token,   490.59 tokens per second)
9.30.168.102 I slot print_timing: id  0 | task 10428 |        eval time =     944.48 ms /    35 tokens (   27.78 ms per token,    36.00 tokens per second)
9.30.168.106 I slot print_timing: id  0 | task 10428 |       total time =    1058.63 ms /    91 tokens
9.30.168.108 I slot print_timing: id  0 | task 10428 |    graphs reused =       9767
9.30.168.535 I slot      release: id  0 | task 10428 | stop processing: n_tokens = 5099, truncated = 0
9.30.211.083 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.898
9.30.211.438 I slot launch_slot_: id  0 | task 10465 | processing task, is_child = 0
9.31.316.173 I slot print_timing: id  0 | task 10465 | prompt eval time =     138.85 ms /    61 tokens (    2.28 ms per token,   439.33 tokens per second)
9.31.316.193 I slot print_timing: id  0 | task 10465 |        eval time =     965.75 ms /    37 tokens (   26.83 ms per token,    37.28 tokens per second)
9.31.316.196 I slot print_timing: id  0 | task 10465 |       total time =    1104.60 ms /    98 tokens
9.31.316.197 I slot print_timing: id  0 | task 10465 |    graphs reused =       9802
9.31.316.490 I slot      release: id  0 | task 10465 | stop processing: n_tokens = 4672, truncated = 0
9.31.368.710 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
9.31.369.054 I slot launch_slot_: id  0 | task 10504 | processing task, is_child = 0
9.31.752.053 I slot print_timing: id  0 | task 10504 | prompt eval time =     103.77 ms /    32 tokens (    3.24 ms per token,   308.37 tokens per second)
9.31.752.063 I slot print_timing: id  0 | task 10504 |        eval time =     279.11 ms /    11 tokens (   27.91 ms per token,    35.83 tokens per second)
9.31.752.064 I slot print_timing: id  0 | task 10504 |       total time =     382.88 ms /    43 tokens
9.31.752.065 I slot print_timing: id  0 | task 10504 |    graphs reused =       9811
9.31.752.214 I slot      release: id  0 | task 10504 | stop processing: n_tokens = 4714, truncated = 0
9.31.792.105 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.972
9.31.792.490 I slot launch_slot_: id  0 | task 10517 | processing task, is_child = 0
9.33.005.209 I slot print_timing: id  0 | task 10517 | prompt eval time =     128.00 ms /    62 tokens (    2.06 ms per token,   484.38 tokens per second)
9.33.005.241 I slot print_timing: id  0 | task 10517 |        eval time =    1084.57 ms /    39 tokens (   28.54 ms per token,    35.04 tokens per second)
9.33.005.248 I slot print_timing: id  0 | task 10517 |       total time =    1212.57 ms /   101 tokens
9.33.005.251 I slot print_timing: id  0 | task 10517 |    graphs reused =       9848
9.33.005.679 I slot      release: id  0 | task 10517 | stop processing: n_tokens = 4675, truncated = 0
9.33.064.696 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
9.33.065.010 I slot launch_slot_: id  0 | task 10558 | processing task, is_child = 0
9.33.521.275 I slot print_timing: id  0 | task 10558 | prompt eval time =     101.63 ms /    34 tokens (    2.99 ms per token,   334.55 tokens per second)
9.33.521.287 I slot print_timing: id  0 | task 10558 |        eval time =     354.53 ms /    14 tokens (   27.27 ms per token,    36.67 tokens per second)
9.33.521.288 I slot print_timing: id  0 | task 10558 |       total time =     456.16 ms /    48 tokens
9.33.521.289 I slot print_timing: id  0 | task 10558 |    graphs reused =       9860
9.33.521.477 I slot      release: id  0 | task 10558 | stop processing: n_tokens = 4722, truncated = 0
